state,city,slug,zips,max_cpl,population,mentor_score,status
CA,Chula Vista,ca/chula-vista,91913|91915|91910,86.0,,,approved
CA,Carlsbad,ca/carlsbad,92008|92009,86.0,114373,19.58,priority
CA,Del Mar,ca/del-mar,92014,86.0,3903,49.88,priority
CA,Encinitas,ca/encinitas,92024,86.0,,,approved
CA,Escondido,ca/escondido,92026,86.0,,,approved
CA,La Jolla,ca/la-jolla,92037,86.0,,,approved
CA,Oceanside,ca/oceanside,92056,86.0,,,approved
CA,Santee,ca/santee,92071,86.0,,,approved
CA,Solana Beach,ca/solana-beach,92075,86.0,12823,31,priority
CA,San Marcos,ca/san-marcos,92078,86.0,,,approved
CA,Vista,ca/vista,92084,86.0,,,approved
CA,Rancho Santa Fe,ca/rancho-santa-fe,92091,86.0,2260,59.61,priority
CA,San Diego,ca/san-diego,92115|92127|92130|92107|92128|92103|92111|92110|92122|92109|92117|92129|92154|92114|92131|92101,86.0,3064435,18.3,priority
CA,Coronado,ca/coronado,92118,86.0,19015,26.48,priority
CA,Indio,ca/indio,92201|92203,78.0,,,approved
CA,Indian Wells,ca/indian-wells,92210,78.0,4871,41.4,priority
CA,Palm Desert,ca/palm-desert,92211|92260,78.0,51990,24.34,priority
CA,La Quinta,ca/la-quinta,92253,78.0,38707,18.07,priority
CA,Rancho Mirage,ca/rancho-mirage,92270,78.0,17563,24.79,priority
CA,Riverside,ca/riverside,92503|92501,78.0,,,approved
CA,Murrieta,ca/murrieta,92562|92563,78.0,112064,17.9,priority
CA,Temecula,ca/temecula,92591|92592|92590,78.0,111167,22.91,priority
CA,Irvine,ca/irvine,92603,86.0,,,approved
CA,Laguna Beach,ca/laguna-beach,92651,86.0,22710,24.66,priority
CA,Newport Beach,ca/newport-beach,92660,86.0,,,approved
CA,Trabuco Canyon,ca/trabuco-canyon,92679,86.0,1326,59.61,priority
CA,Mission Viejo,ca/mission-viejo,92692,86.0,,,approved
CA,Ladera Ranch,ca/ladera-ranch,92694,86.0,23793,24.21,priority
OR,Beaverton,or/beaverton,97005|97078|97003|97006|97008|97007,36.5,,,approved
OR,Clackamas,or/clackamas,97015,36.5,,,approved
OR,Fairview,or/fairview,97024,36.5,,,approved
OR,Gladstone,or/gladstone,97027,36.5,,,approved
OR,Gresham,or/gresham,97080|97030,36.5,,,approved
OR,Lake Oswego,or/lake-oswego,97035|97034,36.5,,,approved
OR,Oregon City,or/oregon-city,97045,36.5,,,approved
OR,Troutdale,or/troutdale,97060,36.5,,,approved
OR,Tualatin,or/tualatin,97062,36.5,,,approved
OR,West Linn,or/west-linn,97068,36.5,,,approved
OR,Wilsonville,or/wilsonville,97070,36.5,,,approved
OR,Happy Valley,or/happy-valley,97086,36.5,,,approved
OR,Damascus,or/damascus,97089,36.5,,,approved
OR,Hillsboro,or/hillsboro,97123|97124,36.5,,,approved
OR,Newberg,or/newberg,97132,36.5,,,approved
OR,Sherwood,or/sherwood,97140,36.5,,,approved
OR,Portland,or/portland,97222|97203|97217|97233|97204|97210|97212|97239|97220|97229|97206|97224|97201|97236|97215|97211|97209|97216|97208|97205|97214|97218|97225|97230|97267|97227|97221|97219|97202|97232|97266|97213|97223,36.5,,,approved
WA,Battle Ground,wa/battle-ground,98604,36.5,,,approved
WA,Brush Prairie,wa/brush-prairie,98606,36.5,2526,25.2,approved
WA,Camas,wa/camas,98607,36.5,,,approved
WA,La Center,wa/la-center,98629,36.5,3883,21.21,approved
WA,Ridgefield,wa/ridgefield,98642,36.5,,,approved
WA,Vancouver,wa/vancouver,98660|98661|98663|98686|98665|98664|98685|98682|98662|98684|98683,36.5,195300,18.66,approved
WA,Washougal,wa/washougal,98671,36.5,,,approved
WA,Yacolt,wa/yacolt,98675,36.5,1684,25.3,approved
